2021-02-26T16:04:12.148Z [AUDIT] Token created by 'anonymous': tokenId='06b58867-4135-4c18-af32-837f949ff034', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T19:54:45.329Z [AUDIT] Token created by 'anonymous': tokenId='b9ce44c4-c359-44eb-8ff3-440e374cc00f', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-07T19:54:45.351Z [AUDIT] Token revoked by 'anonymous': tokenId='afac11d2-c7bb-416c-bd91-d7c8468d8833', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-07T19:54:45.424Z [AUDIT] Token created by 'jffe@000': tokenId='cce7c559-ca0f-4924-b592-b31301107bdc', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615147485423, refreshable=false
2021-03-07T20:09:53.474Z [AUDIT] Token created by 'anonymous': tokenId='2e3dfde4-8962-4a42-925d-4b47651aa5e3', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T20:09:53.614Z [AUDIT] Token revoked by 'anonymous': tokenId='59521a16-390c-4bfa-93c7-e0b37a6c0664', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T20:09:56.366Z [AUDIT] Token created by 'anonymous': tokenId='5d280668-6667-4f41-875f-9314858676c7', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615147916350, refreshable=false
2021-03-07T20:09:56.515Z [AUDIT] Token created by 'anonymous': tokenId='fed6e2c8-04df-4c56-9b88-3a5792309188', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615147916511, refreshable=false
2021-03-07T20:09:56.748Z [AUDIT] Token created by 'anonymous': tokenId='da70cdab-9f74-4c4d-9c5d-16411269bc05', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615147916745, refreshable=false
2021-03-07T20:09:57.169Z [AUDIT] Token created by 'anonymous': tokenId='21e465b8-0612-4383-b97c-df23927d3121', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615147917167, refreshable=false
2021-03-07T20:09:57.607Z [AUDIT] Token created by 'anonymous': tokenId='2a7f794c-b21b-49a8-a125-c161a465c814', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T20:09:57.621Z [AUDIT] Token revoked by 'anonymous': tokenId='bb831164-911b-4c73-b2c4-780969e414bb', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T20:09:57.689Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='b8f79d42-f468-4cd9-837d-c326211165fa', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234197687, refreshable=true
2021-03-07T20:09:57.696Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='50c9ae6e-8c2b-4ce1-94c9-ec742372f606', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234197687, refreshable=true
2021-03-07T20:09:57.706Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='a736834b-306c-41ed-a476-3b7a0ba9d709', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234197691, refreshable=true
2021-03-07T20:09:57.745Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='bea128f4-e9aa-48e8-a8f4-d2005864508b', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234197715, refreshable=true
2021-03-07T20:09:57.823Z [AUDIT] Token created by 'anonymous': tokenId='8eb9378b-af0a-4044-bfd2-3d06d39d9831', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-07T20:09:57.839Z [AUDIT] Token revoked by 'anonymous': tokenId='da74745d-707b-4d86-beb6-85601e0da31f', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-07T20:09:58.837Z [AUDIT] Token created by 'anonymous': tokenId='07b23a77-08ae-4e09-a236-12b517574431', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-07T20:09:58.847Z [AUDIT] Token revoked by 'anonymous': tokenId='a8624097-28c5-43a0-b8fb-4327372276ed', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-07T20:10:01.579Z [AUDIT] Token created by 'jfrt@01ezfhb3454qre0a6ghkyb1e7a': tokenId='a1a18cad-5b6c-4fac-bd67-6084b8098974', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=2561227801576, refreshable=false
2021-03-07T20:10:12.518Z [AUDIT] Token created by 'anonymous': tokenId='f2539701-b3f3-4f8f-81ef-4be6708fce8c', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-07T20:10:12.531Z [AUDIT] Token revoked by 'anonymous': tokenId='b9ce44c4-c359-44eb-8ff3-440e374cc00f', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-07T20:10:12.616Z [AUDIT] Token created by 'jffe@000': tokenId='f36a90bb-3562-478c-b177-368807a8b839', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615148412616, refreshable=false
2021-03-07T20:13:01.964Z [AUDIT] Token created by 'anonymous': tokenId='b77e34c7-6715-47b6-8a50-400ff021be86', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T20:13:02.111Z [AUDIT] Token revoked by 'anonymous': tokenId='2e3dfde4-8962-4a42-925d-4b47651aa5e3', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T20:13:06.719Z [AUDIT] Token created by 'anonymous': tokenId='4126ac8c-7750-48e0-9f51-5e1cf45c858c', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615148106706, refreshable=false
2021-03-07T20:13:06.860Z [AUDIT] Token created by 'anonymous': tokenId='5ceafe3c-9b64-40b4-9665-062aaa060cd9', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615148106854, refreshable=false
2021-03-07T20:13:07.123Z [AUDIT] Token created by 'anonymous': tokenId='4642480c-3d5b-4861-85df-aae2ecc67d33', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615148107088, refreshable=false
2021-03-07T20:13:07.557Z [AUDIT] Token created by 'anonymous': tokenId='905c948a-fccf-4f6b-8716-a3dfe704abe4', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615148107541, refreshable=false
2021-03-07T20:13:07.634Z [AUDIT] Token created by 'anonymous': tokenId='339fd41c-8dc3-4cd1-bbf4-dbf5f1f118c0', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T20:13:07.667Z [AUDIT] Token revoked by 'anonymous': tokenId='2a7f794c-b21b-49a8-a125-c161a465c814', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T20:13:07.695Z [AUDIT] Token created by 'anonymous': tokenId='3fff1abb-1d05-4696-a0c0-c826cfec7166', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-07T20:13:07.710Z [AUDIT] Token revoked by 'anonymous': tokenId='07b23a77-08ae-4e09-a236-12b517574431', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-07T20:13:07.921Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='1764497b-8e56-43ed-bb7d-08ec23de1c45', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234387919, refreshable=true
2021-03-07T20:13:07.928Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='6a2fb7f7-a3a2-41f2-936d-da8349367658', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234387923, refreshable=true
2021-03-07T20:13:07.949Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='f1196dc7-bf93-497f-b141-13181356b83b', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234387927, refreshable=true
2021-03-07T20:13:07.963Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='46043459-e62c-41bc-9f35-bfd24a821081', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234387925, refreshable=true
2021-03-07T20:13:07.976Z [AUDIT] Token created by 'anonymous': tokenId='8724aa83-2b69-45f1-9ad6-9f21956c5bb7', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-07T20:13:08.003Z [AUDIT] Token revoked by 'anonymous': tokenId='8eb9378b-af0a-4044-bfd2-3d06d39d9831', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-07T20:13:10.576Z [AUDIT] Token created by 'jfrt@01ezfhb3454qre0a6ghkyb1e7a': tokenId='95305e39-a3eb-4269-b5de-83936d5a122b', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=2561227990564, refreshable=false
2021-03-07T20:13:21.227Z [AUDIT] Token created by 'anonymous': tokenId='458a1397-8f05-45f0-8932-a2deba3fba04', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-07T20:13:21.240Z [AUDIT] Token revoked by 'anonymous': tokenId='f2539701-b3f3-4f8f-81ef-4be6708fce8c', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-07T20:13:21.336Z [AUDIT] Token created by 'jffe@000': tokenId='fc2eed5c-fcba-42fc-b6fb-10dd19c27738', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615148601336, refreshable=false
2021-03-07T20:19:32.482Z [AUDIT] Token created by 'anonymous': tokenId='1f955bb6-26c3-4e16-a3a8-2af9d0187a50', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T20:19:32.609Z [AUDIT] Token revoked by 'anonymous': tokenId='b77e34c7-6715-47b6-8a50-400ff021be86', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T20:19:38.634Z [AUDIT] Token created by 'anonymous': tokenId='325d37a2-1b53-448d-a22b-08873fcab07c', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615148498621, refreshable=false
2021-03-07T20:19:39.185Z [AUDIT] Token created by 'anonymous': tokenId='599186a3-9ec1-4810-9318-dfa117183a98', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-07T20:19:39.201Z [AUDIT] Token revoked by 'anonymous': tokenId='3fff1abb-1d05-4696-a0c0-c826cfec7166', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-07T20:19:39.583Z [AUDIT] Token created by 'anonymous': tokenId='5155ef15-8a8a-4e02-b44c-a0d5b76b2026', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-07T20:19:39.662Z [AUDIT] Token revoked by 'anonymous': tokenId='8724aa83-2b69-45f1-9ad6-9f21956c5bb7', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-07T20:19:39.688Z [AUDIT] Token created by 'anonymous': tokenId='47dc1cb3-77c6-408c-b1eb-72a41ac0af13', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T20:19:39.709Z [AUDIT] Token revoked by 'anonymous': tokenId='339fd41c-8dc3-4cd1-bbf4-dbf5f1f118c0', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T20:19:39.804Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='a4cad084-aff4-46ea-b7f0-2af56351eacc', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234779800, refreshable=true
2021-03-07T20:19:39.818Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='e5e96f09-7cf3-4da8-80eb-d554e7fd5b80', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234779802, refreshable=true
2021-03-07T20:19:39.820Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='93a07590-dd9d-4fc9-8e1b-ec03380433ca', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234779800, refreshable=true
2021-03-07T20:19:39.821Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='ea562128-27c0-4b28-b8a6-51221e8fb68c', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615234779800, refreshable=true
2021-03-07T20:19:43.303Z [AUDIT] Token created by 'jfrt@01ezfhb3454qre0a6ghkyb1e7a': tokenId='14f59fe7-0aa4-4714-89dc-b29738cbcf6f', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=2561228383290, refreshable=false
2021-03-07T20:19:52.914Z [AUDIT] Token created by 'anonymous': tokenId='9fcb6b83-39e7-43cd-aa87-e037c62e94ae', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-07T20:19:52.922Z [AUDIT] Token revoked by 'anonymous': tokenId='458a1397-8f05-45f0-8932-a2deba3fba04', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-07T20:19:53.011Z [AUDIT] Token created by 'jffe@000': tokenId='4411d88e-8e30-418c-bf28-a731121e128c', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615148993011, refreshable=false
2021-03-07T20:27:16.548Z [AUDIT] Token created by 'anonymous': tokenId='e52a3f4c-3419-455a-b72a-a6c0b3760d9f', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T20:27:20.698Z [AUDIT] Token created by 'anonymous': tokenId='449f30be-7899-421b-9974-4af04278d1ed', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615148960674, refreshable=false
2021-03-07T20:27:20.854Z [AUDIT] Token created by 'anonymous': tokenId='118d3c3c-7b88-4a7d-bc72-2cb3d963cecd', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615148960848, refreshable=false
2021-03-07T20:27:21.091Z [AUDIT] Token created by 'anonymous': tokenId='7e49c781-9a0c-42c2-acb4-172fc3bd7bdb', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615148961080, refreshable=false
2021-03-07T20:27:21.518Z [AUDIT] Token created by 'anonymous': tokenId='225c026e-dcef-4676-b6cc-07b48dea8827', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615148961507, refreshable=false
2021-03-07T20:27:22.123Z [AUDIT] Token created by 'anonymous': tokenId='971150eb-13da-4ec7-b71e-fc69c969ddaa', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T20:27:22.355Z [AUDIT] Token created by 'anonymous': tokenId='a2181dfc-6a65-4817-b175-4f89d2d934c5', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615148962352, refreshable=false
2021-03-07T20:27:22.380Z [AUDIT] Token created by 'anonymous': tokenId='92dd653c-9c9d-4dae-9908-51d90aff0cb7', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-07T20:27:22.414Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='2be74df5-e19f-4796-9ed7-72a284830bb4', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615235242394, refreshable=true
2021-03-07T20:27:22.426Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='601d3210-09a2-47cf-9a0d-8619d233d2d4', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615235242394, refreshable=true
2021-03-07T20:27:22.427Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='c05c49cd-f861-4efa-b909-b0db395e7373', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615235242396, refreshable=true
2021-03-07T20:27:22.431Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='e39fcb6c-3eb3-4c28-9b29-7e2348e89512', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615235242398, refreshable=true
2021-03-07T20:27:23.551Z [AUDIT] Token created by 'anonymous': tokenId='e5f4b3b1-ae7c-4ca6-8840-67b843bdd964', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-07T20:27:27.310Z [AUDIT] Token created by 'jfrt@01ezfhb3454qre0a6ghkyb1e7a': tokenId='e7515fea-a3ed-4b0c-b388-4b134eb6f6a8', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=2561228847307, refreshable=false
2021-03-07T20:27:37.226Z [AUDIT] Token created by 'anonymous': tokenId='807fa6b8-12a9-4952-9f62-abe06622ae69', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2021-03-07T20:27:37.313Z [AUDIT] Token created by 'jffe@000': tokenId='b144fb9b-c1ee-4ba6-b69d-b721d3ddb5ee', issuer='jffe@000', subject='jffe@000/users/jffe@000', expiry=1615149457312, refreshable=false
2021-03-07T20:32:52.802Z [AUDIT] Token created by 'anonymous': tokenId='c5e5f44c-241a-4d1f-bec6-23f5494dc7b0', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T20:32:52.974Z [AUDIT] Token revoked by 'anonymous': tokenId='e52a3f4c-3419-455a-b72a-a6c0b3760d9f', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T20:32:57.232Z [AUDIT] Token created by 'anonymous': tokenId='d72a432b-81e2-4c7b-8386-55866549506e', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615149297216, refreshable=false
2021-03-07T20:32:57.386Z [AUDIT] Token created by 'anonymous': tokenId='4031f507-94ee-4957-8b59-a5304b001d82', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615149297378, refreshable=false
2021-03-07T20:32:57.631Z [AUDIT] Token created by 'anonymous': tokenId='28245174-2478-4500-92c1-de471fb6165b', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615149297628, refreshable=false
2021-03-07T20:32:58.054Z [AUDIT] Token created by 'anonymous': tokenId='1ce25f31-d799-4ca3-bfbb-b4da560cb8d6', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615149298052, refreshable=false
2021-03-07T20:32:58.374Z [AUDIT] Token created by 'anonymous': tokenId='f89e47c8-8991-472b-ad2b-2ac7cbb709ef', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T20:32:58.411Z [AUDIT] Token revoked by 'anonymous': tokenId='971150eb-13da-4ec7-b71e-fc69c969ddaa', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=none, refreshable=false
2021-03-07T20:32:58.624Z [AUDIT] Token created by 'anonymous': tokenId='eac0c758-b8ab-4e4d-b3d0-2cced2efe002', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-07T20:32:58.641Z [AUDIT] Token revoked by 'anonymous': tokenId='92dd653c-9c9d-4dae-9908-51d90aff0cb7', issuer='jfmd@01ezfhaehakhc23s8yknmdceje', subject='jfmd@01ezfhaehakhc23s8yknmdceje', expiry=none, refreshable=false
2021-03-07T20:32:58.649Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='9532974e-4c6e-4ae1-ace1-10c11e117fd4', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615235578644, refreshable=true
2021-03-07T20:32:58.651Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='b5382e4b-21da-4a61-a9df-1111069d4dc2', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615235578644, refreshable=true
2021-03-07T20:32:58.652Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='61842c04-b9be-452a-8d01-b0c116c2cdc9', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615235578647, refreshable=true
2021-03-07T20:32:58.658Z [AUDIT] Token created by 'jfevt@01ezfha4frb4q00nh5xqp613j2': tokenId='478c5bc8-f04e-4260-90bf-87cf5e3be723', issuer='jfevt@01ezfha4frb4q00nh5xqp613j2', subject='jfevt@01ezfha4frb4q00nh5xqp613j2', expiry=1615235578644, refreshable=true
2021-03-07T20:32:58.735Z [AUDIT] Token created by 'anonymous': tokenId='b302c69b-aa94-486d-818b-c0f23d432aed', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-07T20:32:58.751Z [AUDIT] Token revoked by 'anonymous': tokenId='e5f4b3b1-ae7c-4ca6-8840-67b843bdd964', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=none, refreshable=false
2021-03-07T20:32:58.878Z [AUDIT] Token created by 'anonymous': tokenId='2ad203e8-6b5f-40ee-bca0-1c181efb3e9e', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615149298873, refreshable=false
2021-03-07T20:33:02.589Z [AUDIT] Token created by 'jfrt@01ezfhb3454qre0a6ghkyb1e7a': tokenId='8a400442-4057-4c31-ac66-3f643aa8e089', issuer='jfrt@01ezfhb3454qre0a6ghkyb1e7a', subject='jfrt@01ezfhb3454qre0a6ghkyb1e7a', expiry=2561229182575, refreshable=false
2021-03-07T20:34:45.737Z [AUDIT] Token created by 'anonymous': tokenId='cb4cd356-b771-4d63-8dc9-356ef97f0209', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T20:34:45.889Z [AUDIT] Token revoked by 'anonymous': tokenId='c5e5f44c-241a-4d1f-bec6-23f5494dc7b0', issuer='jfrou@01ezfhae126pz9nynx26bydx0c', subject='jfrou@01ezfhae126pz9nynx26bydx0c', expiry=none, refreshable=false
2021-03-07T20:34:48.546Z [AUDIT] Token created by 'anonymous': tokenId='dac16a0a-9237-4fe8-9fcc-08769010ed1b', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615149408532, refreshable=false
2021-03-07T20:34:48.688Z [AUDIT] Token created by 'anonymous': tokenId='e40d44fb-b872-4906-b8a5-73917cebbc01', issuer='jfac@01ezfha4frb4q00nh5xqp613j2', subject='jfac@01ezfha4frb4q00nh5xqp613j2', expiry=1615149408682, refreshable=false
